id,subject,body,true_label
54,CNN.com Daily Top 10,">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MOM PARTIES AT A CLUB http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/ng.mom.pics.cnn Nancy Grace has new photos of Casey Anthony partying at a nightclub after her daughter Caylee vanished. 2. WOMAN'S COMPUTER SPIES ON HER http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/05/pkg.webcam.spying.wcjb 3. TIGERS ATTACK TEEN AT ZOO http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/wuellner.tiger.attacks.teen.kytv 4. MISTRESS TESTIFIES IN TRIAL http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/sot.love.triangle.zammitti.cnn 5. MAN CALLS 911 OVER SANDWICH http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/05/spivey.911.call.sandwich.wtlv 6. JOHN 'JUNIOR' GOTTI ARRESTED http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/ny.gotti.jr.handcuffs.cnn 7. PASSENGERS SLIDE FROM PLANE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/vo.aa.plane.evacuated.KTLA 8. PLANE EVACUATES PASSENGERS http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/05/nr.beeper.ca.plane.evacuate.cnn 9. PIPELINE FIRM HELPS SAVE GAS http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/05/marciano.pipeline.telecommuting.cnn 10. 125,000 GORILLAS FOUND http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/05/vo.congo.gorilla.WCS TOP 10 STORIES 1. SMOKE FORCES EMERGENCY LANDING http://www.cnn.com/2008/US/08/05/emergency.landing/index.html Passengers evacuate an American Airlines jet by inflatable slides after an emergency landing at Los Angeles' airport, an official says. 2. HOPES FOR GORILLA SURVIVAL BOOSTED http://www.cnn.com/2008/WORLD/africa/08/05/congo.gorillas/index.html 3. STAY-AT-HOME WIVES WITHOUT KIDS http://www.cnn.com/2008/LIVING/wayoflife/08/05/lw.nokids.nojob.wives/index.html 4. COMMENTARY: IMMIGRANT SANCTUARIES http://www.cnn.com/2008/POLITICS/08/04/navarrette.immigration/index.html 5. FREEMAN RECOVERING AFTER SURGERY http://www.cnn.com/2008/SHOWBIZ/Movies/08/05/people.morgan.freeman.ap/index.html 6. JOHN ""JUNIOR"" GOTTI ARRESTED http://www.cnn.com/2008/CRIME/08/05/gotti.arrest/index.html 7. TOXIN DIMS HOPES FOR MARS LIFE http://www.cnn.com/2008/TECH/space/08/04/nasa.mars/index.html 8. THE LURE OF THE R-RATED COMEDY http://www.cnn.com/2008/SHOWBIZ/Movies/08/05/film.rrated.comedies.ap/index.html 9. STARBUCKS OFFERS AFTERNOON DEAL http://www.cnn.com/2008/US/08/05/starbucks.deal.ap/index.html 10. EDOUARD MAKES LANDFALL http://www.cnn.com/2008/US/weather/08/05/tropical.weather/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=email1778@gvc.ceas-challenge.cc&l=cnn-dailytop10",fraudulent
55,i can do it so can you,"i remembered you were interested in a refin . ancing loan awhile back . well i just got $ 299 , 000 for an amazingly small monthly repayment - so i thought i ' d tell you about it so you can take advantage too ! 40 year - low rates mean we get some great bargains . . . here ' s the site go here and fill out a quick form and you ' ll be s . aving too ! ps i hope you enjoy the extra c . ash like i amestela nomore please postal address : rua da imprense 4347 , r / c bloco 1 - 33 maputo , mozambique 519632",fraudulent
56,Re: [perl #47181] Try OO semantics before throwing fatal error,"* Linda W  [2007-11-16 21:55]:
> A. Pagaltzis wrote:
>> * Josh Jore  [2007-11-06 15:55]:
>>> I'm pretty sympathetic to the idea of method resolution
>>> silently skipping over undefined bodies.
>>
>> MR responding to stubs was added for a reason. The only way to
>> âfixâ this behaviour without obliterating its original and
>> fully intentional functionality is to skip stubs in absence of
>> AUTOLOAD, but respect them in its presence.
> 
> Actually ""respect them"" in AUTOLOAD's failure or absence, not
> just in its presence.  It's only when the replacement method
> has been fully specified that it should override the base
> method.

Your understanding of the phrase ârespecting stubsâ and your use
of it is backwards from what I actually meant by it.

> Method overriding is said to provide a method only when a new
> class provides ""a specific implementation"" of a method provided
> by an ancestor.
> (http://en.wikipedia.org/wiki/Method_overriding_%28programming%29)

And each of the terms used in that definition can be defined
however one likes to define them. âWhen I use a word,â Humpty
Dumpty said, in a rather scornful toneâ¦

> Perl fails being an OO by this definition.

Thatâs the only way you could find by which Perlâs OO fails to be
textbook OO? You didnât look very hard. Try looking up
âencapsulationâ for your next trick. (OK, so inside-out objects
fix this and 5.10 includes support to make them reasonably sane
in all edge cases. Praise goodness, it only took 15 years.)

Regards,
-- 
Aristotle Pagaltzis //",legitimate
57,Exclusive stuff for mans,"Our online health shop is the perfect resource for people to get their medications without any hassles or awkwardness.


7 things to buy for your lover.

Here!




farcialize exhibitory eshbasedir
entericoid fddixpress etc/locale
endservent exigencies experinece
expierence enteropexy exploitage",fraudulent
58,"Re: sa-learn ""not"" learning?","On Wed, 20 Feb 2008, pichels wrote:

> But, I've tried learning any email after I recieved the Perl error 
> message and none are being learned?
> And why is the spam being scored wioth spamassassin?
> I don't understand? Could my Bayes DB need to be re-synced or forced to
> expire some dups or ?

Note that bayes needs at least 200 spams and 200 hams before is starts 
scoring. Have you learned that many yet?

If you have kept your training corpus, you could delete the bayes database 
files entirely and start training over from scratch.

> My users are getting the ""nice girl emails and they are not scoring as I've
> shown in my post - why?
> They score with spamassassin debug but are not being stopped by SA in my
> maillogs?

That smells like a user ID problem. If the user ID that spamassassin/spamd 
is running under is different than the user ID you are running sa-learn 
under, the bayes databases are different - you're training a database that 
SA isn't looking at. Verify that you are training using the same user as 
the user spamassassin/spamd is running as to filter mail.

> Can I provide more details?

What does ""sa-learn --dump magic"" report?

How are you filtering messages? spamc+spamd?

What user is spamd running as? What user are you running sa-learn as?

What (if anything) does ""ps axu | grep spamd"" report?

-- 
  John Hardin KA7OHZ                    http://www.impsec.org/~jhardin/
  ewhxebq@impsec.org    FALaholic #11174     pgpk -a ewhxebq@impsec.org
  key: 0xB8732E79 -- 2D8C 34F4 6411 F507 136C  AF76 D822 E6E6 B873 2E79
-----------------------------------------------------------------------
  [Small arms] are fundamentally dangerous and their removal from the
  equation either by control, neutralisation or removal is essential.
  The first step is to gain information on their numbers and
  whereabouts.         -- the UN, who ""doesn't want to confiscate guns""
-----------------------------------------------------------------------
  2 days until George Washington's 276th Birthday",legitimate
59,CNN Alerts: My Custom Alert,"CNN Alerts: My Custom Alert






 



Alert Name: My Custom Alert
Please click here, you have to see this incredible video.

Fri, 8 Aug 2008 03:54:16 -0500

FULL STORY



You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings.
To manage your settings click here.
To alter your alert criteria or frequency or to unsubscribe from receiving custom email alerts, click here.


Cable News Network. One CNN Center, Atlanta, Georgia 30303
Â© 2008 Cable News Network.
A Time Warner Company
All Rights Reserved.
View our privacy policy and terms.",fraudulent
60,re : petronas benchmarking visit,"khairuddin ,
i am glad you received the fax .
i shall send you the list of enron ' s participants at a later date .
i have invited a numbers of enron employees representing
our different business units , including
lng and crude trading , risk controls group and research .
vince kaminski
khairuddinbmjaafar @ petronas . com . my on 01 / 17 / 2001 06 : 39 : 10 pm
to : vince . j . kaminski @ enron . com
cc :
subject : re : petronas benchmarking visit
vince ,
thank you for your prompt reply . we have received your fax earlier this
morning . fyi , we shall be sending you the questionaires by next week as we
are going through the final draft this week . could you please tell me who
will be joining the discussion during our visit ? thanks .
regards ,
khairuddin",legitimate
61,New OldFriends members,"Now with over 1132131 members!
www.oldfriends.co.nz





		
		
				Hi Tony,
				The following people have recently joined OldFriends from your schools and workplaces, or are being sought by other members, from the time you were there.

Â 		
				Kaitaia Intermediate
 (1990 to 1991)
			


New members
Â  Â Stacey Allen
				Thanks for using OldFriends!
Go to www.oldfriends.co.nz



			To stop receiving, or change how often you receive these emails, 
			click here",legitimate
62,re : japan update,"beginning this week houston participants can meet in the board room on 21
( 3 ac 21 c 2 ) .
same numbers as last week . . . see below
also , reminder to send your update to hirl and copy me , please .
loretta
subject : japan update
per the note you received from joe hirl regarding a weekly japan update
conference call , the following is your call - in information :
thursdays , beginning february 24 .
houston : 4 : 00 p . m .
london : 10 : 00 p . m .
fridays , beginning february 25
tokyo : 7 : 00 a . m .
sydney : 9 : 00 a . m .
domestic number : 800 - 991 - 9019
international number : 847 - 619 - 8039
passcode : 5057851
conference room 3 ac 2195 has been reserved for houston participants .
please join this kick - off meeting .",legitimate
63,re : zisman,"he was ranked as a 2 . mark
- - - - - original message - - - - -
from : kitchen , louise
sent : tuesday , june 26 , 2001 9 : 04 am
to : haedicke , mark e .
subject : zisman
apparently , stuart still gets ranked under legal this time - do you have an idea of where he will rank out
thanks
louise",legitimate
64,"With our medication, you will get a new 9 inch schlong in no time YR","Read testimonials of thousands of satisfied men and their partners, a solution that WORKS
    CLICK HERE URL!!! 
    EMtMfBT",fraudulent
65,"[UAI] Last Reminder: IIPWM05 Call due Tue., Nov. 2","------------------------------------------------------------------------

  This is a final reminder about submission of papers to IIS:IIPWM'05.

 Please note: the extended paper submission deadline is November 2, 2004.

------------------------------------------------------------------------

             INTELLIGENT INFORMATION SYSTEMS 2005 - IIS'05
 New Trends in Intelligent Information Processing and Web Mining (IIPWM)

                      Gdansk, Poland, June 13-16, 2005

              Conference Web page: http://iipwm.ipipan.waw.pl

           November 2, 2004 - extended paper submission deadline

- ------------------------------------------------------------------------

Scope:
http://iipwm.ipipan.waw.pl/2005/scope.html
==========================================
Papers on
- - Artificial Immune Systems,
- - Search Engines,
- - Computational Linguistics,
- - Knowledge Discovery
and related subjects are particularly encouraged.

The  focus of the Conference will also be on the following topics:
- - new computing paradigms, including, but not restricted to biologically
motivated methods, quantum computing, DNA computing,
- - advanced data analysis,
- - new machine learning paradigms,
- - reasoning technologies,
- - natural language processing,
- - novelty detection,
- - new optimization technologies,
- - applied data mining using statistical and non-standard approaches,
- - technologies for very large data bases,
- - uncertainty management.

Publication:
http://iipwm.ipipan.waw.pl/2005/publication.html
================================================
Publication in the Springer Verlag Lecture Notes in Artificial Intelligence
is envisaged. The volume will contain full papers as well as papers accepted
for poster presentation.

Paper Submission and Publication:
http://iipwm.ipipan.waw.pl/2005/forauthors.html
===============================================
The working language of the conference is English. Only original,
unpublished papers in the aforementioned fields are invited. Authors should
upload an electronic version of the full paper (up to eight pages; ps and/or
possibly pdf) by using the registration site before November 2, 2004. The
papers should be organized in accordance with common scientific structure
(abstract, state of the art in the field, intention, used methodology,
obtained results and references). Papers will be refereed by an
international committee, and accepted on the basis of their scientific
merit, novelty and relevance to the conference topics. After notification of
acceptance, authors will be allowed to make a correction in accordance with
the suggestions of the reviewers and submit final camera-ready papers.",legitimate
66,"[Spambayes-checkins] spambayes/spambayes i18n.py,1.7,1.8","Update of /cvsroot/spambayes/spambayes/spambayes
In directory sc8-pr-cvs8.sourceforge.net:/tmp/cvs-serv21706/spambayes

Modified Files:
	i18n.py 
Log Message:
To help in testing localizations, let SPAMBAYES_LANG in the environment
override getdefaultlocale()[0]


Index: i18n.py
===================================================================
RCS file: /cvsroot/spambayes/spambayes/spambayes/i18n.py,v
retrieving revision 1.7
retrieving revision 1.8
diff -C2 -d -r1.7 -r1.8
*** i18n.py	8 Mar 2007 23:21:30 -0000	1.7
--- i18n.py	29 Jun 2007 01:08:43 -0000	1.8
***************
*** 115,120 ****
          """"""Get the default language for the locale.""""""
          # Note that this may return None.
!         return getdefaultlocale()[0] 
!             
      def add_language(self, lang_code=None):
          """"""Add a language to the current languages list.
--- 115,123 ----
          """"""Get the default language for the locale.""""""
          # Note that this may return None.
!         try:
!             return os.environ[""SPAMBAYES_LANG""]
!         except KeyError:
!             return getdefaultlocale()[0] 
! 
      def add_language(self, lang_code=None):
          """"""Add a language to the current languages list.

_______________________________________________
Spambayes-checkins mailing list
pnperxdpv-sarswdlp@python.org
http://mail.python.org/mailman/listinfo/spambayes-checkins",legitimate
67,CNN.com Daily Top 10,">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. MONTAUK 'MONSTER' http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/moos.montauk.monster.cnn Is it a devil dog? Is it a turtle? Is it the Montauk Monster? CNN's Jeanne Moos asks, ""what is this thing?"" 2. RACY PHOTOS OF TODDLER'S MOM http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/07/31/ng.racy.photos.cnn 3. NEWS OF THE ABSURD EPISODE 54 http://www.cnn.com/video/partners/email/index.html?url=/video/podcasts/absurd/site/2008/08/01/nota.episode.54.cnn 4. POLICE BEATING DISPUTE http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/07/31/levs.police.video.cnn 5. MOM PLEADS FOR GIRL'S RETURN http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/hill.boss.reigh.plea.cnn 6. DEFENDANT FAKES HEART ATTACK http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/01/dnt.fake.heart.attack.mxf.whio 7. KILLER CARRIED VICTIM'S HEAD http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/07/31/natpkg.can.bus.decapitation.ctv 8. MURDER CONFESSION RECANTED http://www.cnn.com/video/partners/email/index.html?url=/video/world/2008/08/01/blake.brazil.teen.murder.itn 9. ANTHRAX SUSPECT'S HOME http://www.cnn.com/video/partners/email/index.html?url=/video/us/2008/08/01/von.dr.bruce.ivins.home.cnn 10. HECKLERS INTERRUPT OBAMA TALK http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/01/sot.fl.obama.protesters.baynews9 TOP 10 STORIES 1. SUSPECT IN BEHEADING IDENTIFIED http://www.cnn.com/2008/WORLD/americas/08/01/canada.beheading/index.html Canadian police say Vince Weiguang Li, 40, of Edmonton is charged with second-degree murder in the beheading of a man on a bus. 2. JUDGE TAKEN OFF LAST JENA 6 CASES http://www.cnn.com/2008/CRIME/08/01/jena6.appeal/index.html 3. PEOPLE MAG GETS PITT-JOLIE PIX http://www.cnn.com/2008/SHOWBIZ/Movies/08/01/brangelina.photos.ap/index.html 4. ATTACK IN TORONTO CALLED RACIAL http://www.cnn.com/2008/WORLD/americas/08/01/canada.attack.ap/index.html 5. IREPORTERS' UNUSUAL NAMES http://www.cnn.com/2008/LIVING/08/01/unusual.names.irpt/index.html 6. MOTHER PLEADS FOR CHILD'S RETURN http://www.cnn.com/2008/CRIME/08/01/rockefeller.kidnapping/index.html 7. KARADZIC: I MADE DEAL WITH U.S. http://www.cnn.com/2008/WORLD/europe/08/01/karadzic.trial/index.html 8. SUSPECT ARRESTED IN SWIM KILLINGS http://www.cnn.com/2008/CRIME/08/01/wisconsin.shooting.ap/index.html 9. ANTHRAX SUSPECT APPARENT SUICIDE http://www.cnn.com/2008/CRIME/08/01/anthrax.death/index.html 10. MCCAIN: OBAMA CRITICISM 'FAIR' http://www.cnn.com/2008/POLITICS/08/01/campaign.wrap/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=e46d0398ccb78662aa17a8fb98937654@gvc.ceas-challenge.cc&l=cnn-dailytop10",fraudulent
68,"RE: OSCOM Berkeley report: Xopus, Bitflux, Plone, Xoops","I attended the same conference, and was impressed by a few systems that
Jim didn't mention. In terms of CMS, the following all had apparently
been used in some fairly large implementations and looked like some
pretty strong competition to commercial systems:
- Midgard, http://www.midgard-project.org/ , a PHP-based content
management framework that with other programs combines to be a full CMS
- Redhat CCM CMS, Java-based: http://www.spamassassin.taint.org/software/ccm/cms/
- OpenCMS, Java-based: http://www.opencms.org

There was agreement that usability has not generally been an open source
strength, but both Plone and Xopus represented some real movement
towards improving that situation.

I was impressed by the spectrum of perspectives on XML. Some took for
granted that XSLT was relevant to content management, others took it
just as for granted that XSLT was irrelevant and seemed happy to ignore
XML almost completely. 

I attended realizing that ""content management"" is generally used to
apply to *Web* content management, but I was still a bit shocked how
completely out of scope document management was (almost no consideration
of the potential print/PDF dimension to content other than the
occasional ""...and you can use FOP to make PDF"" as if that was
functional): this seems more the case in open source content management
than in commercial content management, and probably makes XML easier to
ignore (if HTML is the be-all and end-all of the output...).

The honesty was refreshing, Phil Suh complained about the state of
current tools (both open source and commercial), and I wish I'd written
down what he said, something like ""it sucks so extremely, it sucks so
widely, and it is so generally sucking, that it seems sometimes there is
no hope."" For a moment there was contemplation that perhaps commercial
systems scaled so well that the commercial ""big boys"" were really much
more functional than open source, until someone pointed out, ""OK, take
some average blog software, spend $500,000 on the rollout... it'll scale
pretty well."" Another quote (citing Brendan Quinn): ""content management
problems are either trivial or impossible.""

Mac OS X is getting popular, of the laptops there it was an even 1/3
each of Mac, Linux, Windows.

I am sure it wasn't news to Jim, but I can't wait to try Subversion, a
CVS replacement that supports some of the newer features of WebDAV:
http://subversion.tigris.org/

I'm also eager to try Xopus, I hope the developers make it back home
safely, they said they'd only been in America four days but were already
homeless...

Max",legitimate
69,re : 2002 it systems development allocations,"i dont know what any of this stuff is and this is the first time i ' ve seen any $ $ s .
i dont even see gas trading vision ( maybe its the ' global trading vision ' ) .
operational capacity , system main , fundamentals , global val , and peoples all have other business sponsers . i cant image what ' it commer . coord ' is .
- - - - - original message - - - - -
from : kitchen , louise
sent : tuesday , october 02 , 2001 8 : 06 am
to : killen , faith ; storey , geoff
cc : colwell , wes ; perlman , beth
subject : re : 2002 it systems development allocations
geoff
this cannot be right - its millions i thought we were about $ 5 mm all in including the secret zhei project
- - - - - original message - - - - -
from : killen , faith
sent : monday , october 01 , 2001 8 : 21 pm
to : storey , geoff
cc : kitchen , louise ; colwell , wes ; perlman , beth
subject : 2002 it systems development allocations
importance : high
geoff ,
please review the attached listing and advise if you agree to the projects and amounts listed as billings that enron north america will receive in 2002 for support of these efforts . i ' m at x 30352 if you have any questions . thanks ! >",legitimate
70,[ie-rant] Re: some tales from Slash,"again that takes me back.....

--- In pq-mism@yahoogroups.com, Rara Avis  wrote:
>
> You wish
> 
> I loved the line about him not being judgemental about ex-porno 
stars and being cool with the two girls giving the guys in the room a 
blowjob and not fucking them.
> 
> 
> 
> duploelabs  wrote:                               
Brings me back to my college days
>  
>  --- In pq-mism@yahoogroups.com, Rara Avis  wrote:
>  >
>  > Fucking ace.
>  > 
>  > Would definitely have a read of this 
>  > 
>  > Eoin Parker  wrote:                               
>  > http://observer.guardian.co.uk/omm/story/0,,2187757,00.html
>  > 
>  >  
>  >      
>  >                                
>  > 
>  > 
>  >         ""I always feel like a poofter when I order a latte, the 
>  name is so gay that even if it was made with testosterone and came 
>  with a free vagina to fuck voucher, it would still be gay.""
>  > 
>  > 
>  > 
>  > 
>  > 
>  >        
>  > ---------------------------------
>  > Yahoo! oneSearch: Finally,  mobile search that gives answers, 
not 
>  web links.
>  >
>  
>  
>      
>                                
> 
> 
>         ""I always feel like a poofter when I order a latte, the 
name is so gay that even if it was made with testosterone and came 
with a free vagina to fuck voucher, it would still be gay.""
> 
> 
> 
> 
> 
>  __________________________________________________
> Do You Yahoo!?
> Tired of spam?  Yahoo! Mail has the best spam protection around 
> http://mail.yahoo.com
>",legitimate
71,phone call today,"vince ,
there are a few matters i ' d like to discuss with you :
clarification on who tony harrison reports to ( i had understood it would be
the houston crude oil weather forecast team but i am not now sure )
to let you know that joe wants to recruit a strongly mathematical
macroeconomist reporting to steve , and therefore that maureen will be
returning to houston later this month
to talk about stinson coming over for a visit
regards ,
tani",legitimate
72,Our best decision is suitable for every age urrq n rsp,"After many years of Rese oy arch and Develo yey pment, our company is pleased to offer you a 100% Nat ir ural and Sa wvf fe Pro el duct that can safely and permanently en mx lar ymk ge your p dp en ijb is si swt ze up to 3-4 In imk ch kt es in le pak ng vcf th and up to 25% in girth. Discover what our ""proven to work"" for go mula can do for you by or my deri kwr ng today. Many men were skeptical at first but after they gave our pi jqa lls a try their se if x life and self esteem changed for the better.We understand that most customers need con wdo fident sw iality and respect every need of our clients. Secure onl nj ine or kur deri uru ng process, discreet pac tbc king, security of your private information are gu is arant qwb eed.Very dis kv crete sh jvp ipp ymd ing and bi dn lli tlq ng Click here!!! ... http://xbvvcc.makecase.com/?w",fraudulent
73,Re: [ILUG] ILUG events this week,"On Thu 01 Nov 2007, Proinnsias Breathnach wrote:

> > As a matter of interest, does one have to start google maps first
> > in order to give a location like this,
> > or can one do it with a single command?

> A URL such as that below, will do exactly the same in one go - I suppose
>
> http://maps.google.co.uk/maps?&q=53.336511,-6.243238+(ICS)

That works fine, thanks.
(I thought I had tried something like that, but I must have got it wrong.)

-- 





Return-Path: 
X-Original-To: jl@localhost
Delivered-To: user7@gvc.ceas-challenge.cc
Received: from radish.jmason.org (localhost [127.0.0.1])
	by radish.jmason.org (Postfix) with ESMTP id 41B3F32CD8
	for ; Thu,  1 Nov 2007 15:32:25 +0000 (GMT)
X-Spam-Virus: No
X-Spam-Checker-Version: SpamAssassin 3.3.0-r574664 (2007-09-11) on
	soman.fdntech.com
X-Spam-Relays-External: [ ip=193.1.193.138 rdns=morrigan.tuatha.org
	helo=morrigan.tuatha.org by=soman.fdntech.com ident= envfrom= intl=0
	id=D4BD026957F auth= msa=0 ] [ ip=127.0.0.1 rdns=localhost.localdomain
	helo=localhost.localdomain by=morrigan.tuatha.org ident= envfrom= intl=0
	id=854FC4CC158 auth= msa=0 ] [ ip=66.216.127.248 rdns=server3.makalumedia.com
	helo=makalumedia.com by=morrigan.tuatha.org ident= envfrom= intl=0
	id=901FF4CC156 auth= msa=0 ] [ ip=213.157.15.58 rdns= helo=!ZK????IPv6:::1!
	by=makalumedia.com ident= envfrom= intl=0 id=7047766 auth=ESMTPSA msa=0 ]
X-Spam-Status: No, score=-2.6 required=5.0 tests=BAYES_00,DKIM_POLICY_SIGNSOME
	shortcircuit=no autolearn=ham version=3.3.0-r574664
X-Spam-Relays-Internal: 
X-Spam-Relays-Untrusted: [ ip=193.1.193.138 rdns=morrigan.tuatha.org
	helo=morrigan.tuatha.org by=soman.fdntech.com ident= envfrom= intl=0
	id=D4BD026957F auth= msa=0 ] [ ip=127.0.0.1 rdns=localhost.localdomain
	helo=localhost.localdomain by=morrigan.tuatha.org ident= envfrom= intl=0
	id=854FC4CC158 auth= msa=0 ] [ ip=66.216.127.248 rdns=server3.makalumedia.com
	helo=makalumedia.com by=morrigan.tuatha.org ident= envfrom= intl=0
	id=901FF4CC156 auth= msa=0 ] [ ip=213.157.15.58 rdns= helo=!ZK????IPv6:::1!
	by=makalumedia.com ident= envfrom= intl=0 id=7047766 auth=ESMTPSA msa=0 ]
X-Spam-Relays-Trusted: 
X-Spam-Level: 
X-Spam-RBL:  [10 morrigan.tuatha.org.]
	 [193.1.193.138]
X-Original-To: user7-ext3@gvc.ceas-challenge.cc
Delivered-To: jl@mail.fdntech.com
Received: from localhost [127.0.0.1]
	by radish.jmason.org with IMAP (fetchmail-6.3.2)
	for  (single-drop); Thu, 01 Nov 2007 15:32:25 +0000 (GMT)
Received: from morrigan.tuatha.org (morrigan.tuatha.org [193.1.193.138])
	by soman.fdntech.com (Postfix) with ESMTP id D4BD026957F
	for ; Thu,  1 Nov 2007 10:30:28 -0500 (CDT)
Received: from localhost.localdomain (localhost.localdomain [127.0.0.1])
	by morrigan.tuatha.org (Postfix) with ESMTP id 854FC4CC158;
	Thu,  1 Nov 2007 15:30:17 +0000 (GMT)
X-Original-To: qifw@linux.ie
Delivered-To: waogk.al-swgm@localhost
Received: from makalumedia.com (server3.makalumedia.com [66.216.127.248])
	by morrigan.tuatha.org (Postfix) with ESMTP id 901FF4CC156
	for ; Thu,  1 Nov 2007 15:30:07 +0000 (GMT)
Received: from [213.157.15.58] (account niall.obroin HELO [ZK????IPv6:::1])
	by makalumedia.com (CommuniGate Pro SMTP 5.0.13)
	with ESMTPSA id 7047766 for qifw@linux.ie;
	Thu, 01 Nov 2007 16:30:06 +0100
Mime-Version: 1.0 (Apple Message framework v752.3)
Content-Transfer-Encoding: 7bit
Message-Id: 
Content-Type: text/plain; charset=US-ASCII; delsp=yes; format=flowed
To: iLug Users Group 
From: Niall O Broin 
Date: Thu, 1 Nov 2007 15:29:40 +0000
X-Mailer: Apple Mail (2.752.3)
Subject: [ILUG] AGM start time
X-BeenThere: qifw@linux.ie
X-Mailman-Version: 2.1.5
Precedence: list
List-Id: Irish Linux Users' Group 
List-Unsubscribe: ,
	
List-Archive: 
List-Post: 
List-Help: 
List-Subscribe: ,
	
Sender: bnwr-sactcov@linux.ie
Errors-To: bnwr-sactcov@linux.ie
Status: O
Content-Length: 421
Lines: 14

Apologies to all for spreading confusion. In my earlier email this  
week about tonight's AWS talk and the AGM I said that the AGM started  
at 15:30. That was wrong, and in fact it starts at 15:00 as per the  
schedule posted today.



Niall",legitimate
74,Email Account Suspension Notice!: (jose@monkey.org) verify ownership,Dear Email User : jose@monkey.org  Your email account has been place on edit in our server  please verify the ownership to avoid total email account shutdown. Please kindly click on below link to confirm the ownership of  This email account thank you.  Failure to verify the account we will shutdown this email account without further notice.        Click here to verify now          	 	  Mail Team Supporting:Administrator Sevice.  Dear Email User : jose@monkey.org Your email account has been place on edit in our server please verify the ownership to avoid total email account shutdown.Please kindly click on below link to confirm the ownership of This email account thank you. Failure to verify the account we will shutdown this email account without further notice.  Click here to verify now  Â  Â Mail Team Supporting:Administrator Sevice.,fraudulent
